,Date,User,Type,Bank,Branch,Account,Amount,Category
325,2025-01-14,Varunspatil,Credit,SBI,Belgaum,3688,806.11,Rent BLG
326,2024-09-09,Varunspatil,Debit,SBI,Belgaum,3688,2402.82,ATM Withdrawal
327,2024-09-13,Varunspatil,Credit,SBI,Belgaum,3688,581.3,Investment
328,2025-01-06,Varunspatil,Credit,SBI,Belgaum,3688,2791.26,Rent BLG
329,2025-02-05,Varunspatil,Debit,SBI,Belgaum,3688,1426.45,Cylinder Booking
330,2024-04-14,Varunspatil,Debit,SBI,Belgaum,3688,1280.56,ATM Withdrawal
331,2024-12-13,Varunspatil,Debit,SBI,Belgaum,3688,3672.61,Other
332,2024-08-10,Varunspatil,Credit,SBI,Belgaum,3688,804.42,Rent DVG
333,2024-09-25,Varunspatil,Debit,SBI,Belgaum,3688,3241.99,TV Recharge
334,2024-08-01,Varunspatil,Credit,SBI,Belgaum,3688,3003.82,Pension
335,2024-11-14,Varunspatil,Credit,SBI,Belgaum,3688,4170.34,Pension
336,2025-02-28,Varunspatil,Credit,SBI,Belgaum,3688,2367.68,Other
337,2024-04-07,Varunspatil,Credit,SBI,Belgaum,3688,918.83,Rent BLG
338,2025-01-05,Varunspatil,Credit,SBI,Belgaum,3688,4553.4,Other
339,2024-05-31,Varunspatil,Credit,SBI,Belgaum,3688,1633.82,Rent BLG
340,2024-04-14,Varunspatil,Credit,SBI,Belgaum,3688,416.88,Investment
341,2024-11-21,Varunspatil,Credit,SBI,Belgaum,3688,647.65,Rent BLG
342,2024-12-11,Varunspatil,Debit,SBI,Belgaum,3688,2265.32,Repair
343,2024-06-06,Varunspatil,Credit,SBI,Belgaum,3688,433.55,Other
344,2024-04-10,Varunspatil,Debit,SBI,Belgaum,3688,2346.04,Clothes
345,2024-08-29,Varunspatil,Credit,SBI,Belgaum,3688,4303.79,Rent BLG
346,2024-09-06,Varunspatil,Debit,SBI,Belgaum,3688,3918.07,Travel
347,2025-01-13,Varunspatil,Credit,SBI,Belgaum,3688,467.02,Freelance
348,2025-03-01,Varunspatil,Credit,SBI,Belgaum,3688,2197.86,Pension
349,2024-05-27,Varunspatil,Credit,SBI,Belgaum,3688,754.41,Pension
350,2024-11-16,Varunspatil,Credit,SBI,Belgaum,3688,3333.17,Pension
351,2025-02-08,Varunspatil,Debit,SBI,Belgaum,3688,1850.02,ATM Withdrawal
352,2025-02-13,Varunspatil,Debit,SBI,Belgaum,3688,975.13,Clothes
353,2024-09-18,Varunspatil,Debit,SBI,Belgaum,3688,2697.77,Cylinder Booking
354,2024-11-23,Varunspatil,Credit,SBI,Belgaum,3688,1864.88,Rent DVG
355,2024-03-21,Varunspatil,Debit,SBI,Belgaum,3688,1748.01,Travel
356,2024-07-08,Varunspatil,Credit,SBI,Belgaum,3688,2393.07,Salary
357,2025-03-11,Varunspatil,Credit,SBI,Belgaum,3688,4241.56,Rent BLG
358,2025-03-07,Varunspatil,Credit,SBI,Belgaum,3688,1901.39,Rent BLG
359,2024-10-29,Varunspatil,Debit,SBI,Belgaum,3688,2729.09,Other
360,2024-05-07,Varunspatil,Debit,SBI,Belgaum,3688,343.01,Groceries
361,2024-04-23,Varunspatil,Credit,SBI,Belgaum,3688,2721.1,Investment
362,2024-08-15,Varunspatil,Credit,SBI,Belgaum,3688,3119.79,Rent BLG
363,2024-06-16,Varunspatil,Credit,SBI,Belgaum,3688,2471.73,Rent BLG
364,2024-07-27,Varunspatil,Credit,SBI,Belgaum,3688,2199.26,Salary
365,2024-09-11,Varunspatil,Debit,SBI,Belgaum,3688,395.08,Groceries
366,2024-08-19,Varunspatil,Debit,SBI,Belgaum,3688,4356.91,Food
367,2025-02-01,Varunspatil,Debit,SBI,Belgaum,3688,4547.77,Repair
368,2024-07-19,Varunspatil,Credit,SBI,Belgaum,3688,3442.82,Pension
369,2025-02-11,Varunspatil,Debit,SBI,Belgaum,3688,2386.67,TV Recharge
370,2024-06-26,Varunspatil,Credit,SBI,Belgaum,3688,3269.61,Pension
371,2025-03-12,Varunspatil,Credit,SBI,Belgaum,3688,4299.5,Freelance
372,2024-05-29,Varunspatil,Debit,SBI,Belgaum,3688,3684.85,Travel
373,2024-05-21,Varunspatil,Debit,SBI,Belgaum,3688,2529.08,Repair
374,2025-02-15,Varunspatil,Debit,SBI,Belgaum,3688,336.32,Cylinder Booking
375,2024-03-30,Varunspatil,Credit,SBI,Belgaum,3688,989.71,Freelance
376,2024-10-19,Varunspatil,Debit,SBI,Belgaum,3688,2680.22,ATM Withdrawal
377,2025-03-02,Varunspatil,Credit,SBI,Belgaum,3688,3726.9,Freelance
378,2025-01-01,Varunspatil,Debit,SBI,Belgaum,3688,4140.93,Groceries
379,2025-03-04,Varunspatil,Debit,SBI,Belgaum,3688,3610.65,Groceries
380,2024-05-04,Varunspatil,Credit,SBI,Belgaum,3688,3914.0,Other
381,2024-05-19,Varunspatil,Debit,SBI,Belgaum,3688,815.05,Clothes
382,2024-07-19,Varunspatil,Credit,SBI,Belgaum,3688,2864.84,Salary
383,2025-01-03,Varunspatil,Credit,SBI,Belgaum,3688,4457.1,Rent BLG
384,2024-04-22,Varunspatil,Debit,SBI,Belgaum,3688,3947.17,Repair
385,2024-10-13,Varunspatil,Debit,SBI,Belgaum,3688,1792.52,TV Recharge
386,2024-10-11,Varunspatil,Debit,SBI,Belgaum,3688,3141.55,Repair
387,2024-12-24,Varunspatil,Credit,SBI,Belgaum,3688,3202.69,Rent DVG
388,2024-04-25,Varunspatil,Credit,SBI,Belgaum,3688,1675.74,Investment
389,2024-04-16,Varunspatil,Credit,SBI,Belgaum,3688,3642.8,Rent BLG
390,2025-02-05,Varunspatil,Credit,SBI,Belgaum,3688,4056.28,Rent DVG
391,2024-11-21,Varunspatil,Credit,SBI,Belgaum,3688,3463.45,Salary
392,2024-08-15,Varunspatil,Debit,SBI,Belgaum,3688,2253.21,Other
393,2024-04-12,Varunspatil,Debit,SBI,Belgaum,3688,4906.03,Food
394,2024-10-26,Varunspatil,Debit,SBI,Belgaum,3688,4839.33,LIC
395,2024-11-07,Varunspatil,Debit,SBI,Belgaum,3688,4736.53,Clothes
396,2024-11-17,Varunspatil,Debit,SBI,Belgaum,3688,1218.07,Other
397,2024-11-28,Varunspatil,Credit,SBI,Belgaum,3688,196.29,Rent DVG
398,2024-05-26,Varunspatil,Credit,SBI,Belgaum,3688,4079.58,Rent BLG
399,2024-09-19,Varunspatil,Debit,SBI,Belgaum,3688,2159.3,LIC
400,2024-03-18,Varunspatil,Debit,SBI,Belgaum,3688,4677.9,Food
401,2025-03-18,Varunspatil,Credit,SBI,Belgaum,3688,3964.83,Pension
402,2024-10-03,Varunspatil,Credit,SBI,Belgaum,3688,3496.52,Rent BLG
403,2024-04-07,Varunspatil,Credit,SBI,Belgaum,3688,4205.84,Investment
